,fecha,abrir,max,min,cerrar,cierre_ajustado,volumen
2802,1 ago 2014,"1,3390","1,3446","1,3380","1,3390","1,3390",-
2803,31 jul 2014,"1,3395","1,3402","1,3372","1,3396","1,3396",-
2804,30 jul 2014,"1,3411","1,3417","1,3369","1,3411","1,3411",-
2805,29 jul 2014,"1,3439","1,3444","1,3410","1,3439","1,3439",-
2806,28 jul 2014,"1,3429","1,3446","1,3427","1,3429","1,3429",-
2807,25 jul 2014,"1,3466","1,3477","1,3429","1,3465","1,3465",-
2808,24 jul 2014,"1,3462","1,3486","1,3442","1,3463","1,3463",-
2809,23 jul 2014,"1,3468","1,3475","1,3456","1,3468","1,3468",-
2810,22 jul 2014,"1,3523","1,3530","1,3462","1,3527","1,3527",-
2811,21 jul 2014,"1,3532","1,3549","1,3515","1,3532","1,3532",-
2812,18 jul 2014,"1,3518","1,3536","1,3493","1,3519","1,3519",-
2813,17 jul 2014,"1,3529","1,3540","1,3519","1,3530","1,3530",-
2814,16 jul 2014,"1,3572","1,3572","1,3526","1,3572","1,3572",-
2815,15 jul 2014,"1,3622","1,3628","1,3563","1,3622","1,3622",-
2816,14 jul 2014,"1,3604","1,3640","1,3599","1,3604","1,3604",-
2817,11 jul 2014,"1,3606","1,3625","1,3594","1,3605","1,3605",-
2818,10 jul 2014,"1,3643","1,3651","1,3590","1,3643","1,3643",-
2819,9 jul 2014,"1,3617","1,3642","1,3603","1,3617","1,3617",-
2820,8 jul 2014,"1,3607","1,3618","1,3590","1,3606","1,3606",-
2821,7 jul 2014,"1,3590","1,3607","1,3577","1,3588","1,3588",-
2822,4 jul 2014,"1,3609","1,3613","1,3586","1,3610","1,3610",-
2823,3 jul 2014,"1,3654","1,3665","1,3599","1,3653","1,3653",-
2824,2 jul 2014,"1,3682","1,3683","1,3645","1,3681","1,3681",-
2825,1 jul 2014,"1,3692","1,3698","1,3677","1,3694","1,3694",-
2826,30 jun 2014,"1,3644","1,3697","1,3641","1,3644","1,3644",-
2827,27 jun 2014,"1,3612","1,3640","1,3610","1,3613","1,3613",-
2828,26 jun 2014,"1,3629","1,3642","1,3577","1,3629","1,3629",-
2829,25 jun 2014,"1,3607","1,3652","1,3601","1,3606","1,3606",-
2830,24 jun 2014,"1,3601","1,3630","1,3584","1,3602","1,3602",-
2831,23 jun 2014,"1,3592","1,3615","1,3576","1,3593","1,3593",-
2832,20 jun 2014,"1,3608","1,3634","1,3565","1,3611","1,3611",-
2833,19 jun 2014,"1,3591","1,3645","1,3585","1,3591","1,3591",-
2834,18 jun 2014,"1,3550","1,3583","1,3542","1,3548","1,3548",-
2835,17 jun 2014,"1,3577","1,3587","1,3539","1,3577","1,3577",-
2836,16 jun 2014,"1,3537","1,3581","1,3514","1,3538","1,3538",-
2837,13 jun 2014,"1,3551","1,3581","1,3524","1,3555","1,3555",-
2838,12 jun 2014,"1,3537","1,3562","1,3513","1,3537","1,3537",-
2839,11 jun 2014,"1,3540","1,3559","1,3523","1,3541","1,3541",-
2840,10 jun 2014,"1,3593","1,3603","1,3538","1,3593","1,3593",-
2841,9 jun 2014,"1,3645","1,3669","1,3583","1,3643","1,3643",-
2842,6 jun 2014,"1,3661","1,3676","1,3622","1,3662","1,3662",-
2843,5 jun 2014,"1,3603","1,3638","1,3507","1,3604","1,3604",-
2844,4 jun 2014,"1,3622","1,3638","1,3601","1,3621","1,3621",-
2845,3 jun 2014,"1,3598","1,3646","1,3595","1,3599","1,3599",-
2846,2 jun 2014,"1,3628","1,3637","1,3595","1,3628","1,3628",-
2847,30 may 2014,"1,3603","1,3651","1,3599","1,3605","1,3605",-
2848,29 may 2014,"1,3594","1,3626","1,3589","1,3593","1,3593",-
2849,28 may 2014,"1,3636","1,3639","1,3592","1,3637","1,3637",-
2850,27 may 2014,"1,3653","1,3669","1,3614","1,3651","1,3651",-
2851,26 may 2014,"1,3628","1,3656","1,3617","1,3629","1,3629",-
2852,23 may 2014,"1,3655","1,3655","1,3616","1,3654","1,3654",-
2853,22 may 2014,"1,3683","1,3687","1,3648","1,3682","1,3682",-
2854,21 may 2014,"1,3705","1,3722","1,3654","1,3704","1,3704",-
2855,20 may 2014,"1,3713","1,3715","1,3681","1,3714","1,3714",-
2856,19 may 2014,"1,3704","1,3734","1,3701","1,3703","1,3703",-
2857,16 may 2014,"1,3717","1,3728","1,3686","1,3716","1,3716",-
2858,15 may 2014,"1,3719","1,3730","1,3651","1,3720","1,3720",-
2859,14 may 2014,"1,3709","1,3730","1,3699","1,3710","1,3710",-
2860,13 may 2014,"1,3756","1,3774","1,3700","1,3757","1,3757",-
2861,12 may 2014,"1,3762","1,3776","1,3750","1,3761","1,3761",-
2862,9 may 2014,"1,3844","1,3845","1,3755","1,3844","1,3844",-
2863,8 may 2014,"1,3912","1,3991","1,3852","1,3912","1,3912",-
2864,7 may 2014,"1,3930","1,3938","1,3913","1,3931","1,3931",-
2865,6 may 2014,"1,3877","1,3952","1,3873","1,3876","1,3876",-
2866,5 may 2014,"1,3873","1,3888","1,3866","1,3873","1,3873",-
2867,2 may 2014,"1,3871","1,3871","1,3813","1,3871","1,3871",-
2868,1 may 2014,"1,3869","1,3891","1,3864","1,3869","1,3869",-
2869,30 abr 2014,"1,3814","1,3877","1,3787","1,3814","1,3814",-
2870,29 abr 2014,"1,3853","1,3879","1,3807","1,3853","1,3853",-
2871,28 abr 2014,"1,3841","1,3880","1,3817","1,3841","1,3841",-
2872,25 abr 2014,"1,3830","1,3849","1,3829","1,3832","1,3832",-
2873,24 abr 2014,"1,3818","1,3842","1,3792","1,3819","1,3819",-
2874,23 abr 2014,"1,3807","1,3855","1,3801","1,3810","1,3810",-
2875,22 abr 2014,"1,3793","1,3825","1,3787","1,3795","1,3795",-
2876,21 abr 2014,"1,3815","1,3830","1,3789","1,3815","1,3815",-
2877,18 abr 2014,"1,3812","1,3823","1,3809","1,3812","1,3812",-
2878,17 abr 2014,"1,3824","1,3866","1,3824","1,3827","1,3827",-
2879,16 abr 2014,"1,3810","1,3852","1,3805","1,3812","1,3812",-
2880,15 abr 2014,"1,3818","1,3832","1,3793","1,3817","1,3817",-
2881,14 abr 2014,"1,3847","1,3863","1,3810","1,3846","1,3846",-
2882,11 abr 2014,"1,3889","1,3906","1,3866","1,3886","1,3886",-
2883,10 abr 2014,"1,3853","1,3900","1,3838","1,3855","1,3855",-
2884,9 abr 2014,"1,3793","1,3828","1,3781","1,3793","1,3793",-
2885,8 abr 2014,"1,3743","1,3809","1,3739","1,3743","1,3743",-
2886,7 abr 2014,"1,3704","1,3749","1,3698","1,3704","1,3704",-
2887,4 abr 2014,"1,3721","1,3730","1,3676","1,3724","1,3724",-
2888,3 abr 2014,"1,3768","1,3799","1,3700","1,3768","1,3768",-
2889,2 abr 2014,"1,3793","1,3820","1,3755","1,3795","1,3795",-
2890,1 abr 2014,"1,3775","1,3813","1,3771","1,3775","1,3775",-
2891,31 mar 2014,"1,3755","1,3806","1,3739","1,3752","1,3752",-
2892,28 mar 2014,"1,3742","1,3771","1,3709","1,3741","1,3741",-
2893,27 mar 2014,"1,3787","1,3795","1,3742","1,3782","1,3782",-
2894,26 mar 2014,"1,3821","1,3823","1,3781","1,3819","1,3819",-
2895,25 mar 2014,"1,3837","1,3849","1,3776","1,3839","1,3839",-
2896,24 mar 2014,"1,3797","1,3823","1,3762","1,3796","1,3796",-
2897,21 mar 2014,"1,3782","1,3811","1,3768","1,3782","1,3782",-
2898,20 mar 2014,"1,3818","1,3844","1,3753","1,3819","1,3819",-
2899,19 mar 2014,"1,3930","1,3933","1,3901","1,3931","1,3931",-
2900,18 mar 2014,"1,3927","1,3938","1,3883","1,3927","1,3927",-
2901,17 mar 2014,"1,3911","1,3949","1,3882","1,3913","1,3913",-
2902,14 mar 2014,"1,3866","1,3933","1,3850","1,3865","1,3865",-
2903,13 mar 2014,"1,3904","1,3965","1,3899","1,3905","1,3905",-
2904,12 mar 2014,"1,3858","1,3905","1,3845","1,3858","1,3858",-
2905,11 mar 2014,"1,3877","1,3877","1,3835","1,3879","1,3879",-
2906,10 mar 2014,"1,3878","1,3898","1,3863","1,3879","1,3879",-
2907,7 mar 2014,"1,3865","1,3915","1,3854","1,3863","1,3863",-
2908,6 mar 2014,"1,3732","1,3850","1,3723","1,3734","1,3734",-
2909,5 mar 2014,"1,3743","1,3746","1,3711","1,3741","1,3741",-
2910,4 mar 2014,"1,3736","1,3779","1,3722","1,3737","1,3737",-
2911,3 mar 2014,"1,3775","1,3796","1,3750","1,3777","1,3777",-
2912,28 feb 2014,"1,3707","1,3823","1,3695","1,3707","1,3707",-
2913,27 feb 2014,"1,3682","1,3696","1,3645","1,3682","1,3682",-
2914,26 feb 2014,"1,3746","1,3758","1,3666","1,3746","1,3746",-
2915,25 feb 2014,"1,3735","1,3765","1,3719","1,3736","1,3736",-
2916,24 feb 2014,"1,3740","1,3769","1,3710","1,3738","1,3738",-
2917,21 feb 2014,"1,3721","1,3757","1,3704","1,3721","1,3721",-
2918,20 feb 2014,"1,3732","1,3764","1,3690","1,3730","1,3730",-
2919,19 feb 2014,"1,3761","1,3773","1,3742","1,3762","1,3762",-
2920,18 feb 2014,"1,3707","1,3769","1,3696","1,3704","1,3704",-
2921,17 feb 2014,"1,3703","1,3726","1,3693","1,3700","1,3700",-
2922,14 feb 2014,"1,3678","1,3716","1,3675","1,3679","1,3679",-
2923,13 feb 2014,"1,3589","1,3692","1,3587","1,3590","1,3590",-
2924,12 feb 2014,"1,3639","1,3655","1,3563","1,3639","1,3639",-
2925,11 feb 2014,"1,3646","1,3684","1,3631","1,3646","1,3646",-
2926,10 feb 2014,"1,3620","1,3652","1,3620","1,3619","1,3619",-
2927,7 feb 2014,"1,3590","1,3642","1,3556","1,3592","1,3592",-
2928,6 feb 2014,"1,3535","1,3620","1,3491","1,3535","1,3535",-
2929,5 feb 2014,"1,3517","1,3553","1,3500","1,3516","1,3516",-
2930,4 feb 2014,"1,3523","1,3540","1,3496","1,3525","1,3525",-
2931,3 feb 2014,"1,3488","1,3520","1,3479","1,3488","1,3488",-
2932,31 ene 2014,"1,3559","1,3562","1,3481","1,3559","1,3559",-
2933,30 ene 2014,"1,3659","1,3662","1,3561","1,3659","1,3659",-
2934,29 ene 2014,"1,3654","1,3686","1,3604","1,3655","1,3655",-
2935,28 ene 2014,"1,3676","1,3689","1,3632","1,3675","1,3675",-
2936,27 ene 2014,"1,3688","1,3715","1,3655","1,3688","1,3688",-
2937,24 ene 2014,"1,3690","1,3735","1,3665","1,3689","1,3689",-
2938,23 ene 2014,"1,3545","1,3686","1,3534","1,3542","1,3542",-
2939,22 ene 2014,"1,3557","1,3581","1,3535","1,3559","1,3559",-
2940,21 ene 2014,"1,3545","1,3564","1,3519","1,3549","1,3549",-
2941,20 ene 2014,"1,3528","1,3566","1,3509","1,3528","1,3528",-
2942,17 ene 2014,"1,3616","1,3621","1,3557","1,3618","1,3618",-
2943,16 ene 2014,"1,3601","1,3648","1,3588","1,3599","1,3599",-
2944,15 ene 2014,"1,3668","1,3674","1,3583","1,3668","1,3668",-
2945,14 ene 2014,"1,3671","1,3699","1,3650","1,3670","1,3670",-
2946,13 ene 2014,"1,3672","1,3685","1,3639","1,3672","1,3672",-
2947,10 ene 2014,"1,3607","1,3687","1,3578","1,3607","1,3607",-
2948,9 ene 2014,"1,3573","1,3633","1,3555","1,3572","1,3572",-
2949,8 ene 2014,"1,3617","1,3636","1,3572","1,3616","1,3616",-
2950,7 ene 2014,"1,3631","1,3658","1,3599","1,3632","1,3632",-
2951,6 ene 2014,"1,3596","1,3646","1,3573","1,3596","1,3596",-
2952,3 ene 2014,"1,3666","1,3673","1,3602","1,3667","1,3667",-
2953,2 ene 2014,"1,3766","1,3775","1,3633","1,3767","1,3767",-
2954,1 ene 2014,"1,3745","1,3779","1,3744","1,3745","1,3745",-
2955,31 dic 2013,"1,3808","1,3813","1,3761","1,3810","1,3810",-
2956,30 dic 2013,"1,3752","1,3812","1,3730","1,3750","1,3750",-
2957,27 dic 2013,"1,3696","1,3884","1,3694","1,3696","1,3696",-
2958,26 dic 2013,"1,3677","1,3701","1,3667","1,3668","1,3668",-
2959,25 dic 2013,"1,3682","1,3707","1,3664","1,3682","1,3682",-
2960,24 dic 2013,"1,3698","1,3699","1,3656","1,3700","1,3700",-
2961,23 dic 2013,"1,3679","1,3716","1,3674","1,3678","1,3678",-
2962,20 dic 2013,"1,3656","1,3709","1,3626","1,3656","1,3656",-
2963,19 dic 2013,"1,3683","1,3694","1,3651","1,3685","1,3685",-
2964,18 dic 2013,"1,3771","1,3781","1,3735","1,3771","1,3771",-
2965,17 dic 2013,"1,3762","1,3782","1,3727","1,3763","1,3763",-
2966,16 dic 2013,"1,3738","1,3799","1,3738","1,3739","1,3739",-
2967,13 dic 2013,"1,3751","1,3768","1,3711","1,3751","1,3751",-
2968,12 dic 2013,"1,3785","1,3805","1,3748","1,3786","1,3786",-
2969,11 dic 2013,"1,3766","1,3798","1,3744","1,3764","1,3764",-
2970,10 dic 2013,"1,3738","1,3793","1,3736","1,3740","1,3740",-
2971,9 dic 2013,"1,3708","1,3731","1,3695","1,3707","1,3707",-
2972,6 dic 2013,"1,3671","1,3695","1,3632","1,3670","1,3670",-
2973,5 dic 2013,"1,3587","1,3666","1,3545","1,3586","1,3586",-
2974,4 dic 2013,"1,3591","1,3600","1,3530","1,3591","1,3591",-
2975,3 dic 2013,"1,3543","1,3594","1,3526","1,3542","1,3542",-
2976,2 dic 2013,"1,3587","1,3615","1,3528","1,3585","1,3585",-
2977,29 nov 2013,"1,3604","1,3622","1,3600","1,3604","1,3604",-
2978,28 nov 2013,"1,3574","1,3617","1,3566","1,3574","1,3574",-
2979,27 nov 2013,"1,3569","1,3613","1,3559","1,3568","1,3568",-
2980,26 nov 2013,"1,3533","1,3568","1,3523","1,3528","1,3528",-
2981,25 nov 2013,"1,3552","1,3555","1,3491","1,3552","1,3552",-
2982,22 nov 2013,"1,3472","1,3538","1,3463","1,3472","1,3472",-
2983,21 nov 2013,"1,3434","1,3475","1,3400","1,3434","1,3434",-
2984,20 nov 2013,"1,3563","1,3565","1,3459","1,3567","1,3567",-
2985,19 nov 2013,"1,3503","1,3542","1,3490","1,3504","1,3504",-
2986,18 nov 2013,"1,3483","1,3542","1,3476","1,3484","1,3484",-
2987,15 nov 2013,"1,3448","1,3503","1,3435","1,3449","1,3449",-
2988,14 nov 2013,"1,3484","1,3495","1,3422","1,3490","1,3490",-
2989,13 nov 2013,"1,3438","1,3454","1,3393","1,3440","1,3440",-
2990,12 nov 2013,"1,3409","1,3455","1,3364","1,3409","1,3409",-
2991,11 nov 2013,"1,3345","1,3413","1,3345","1,3348","1,3348",-
2992,8 nov 2013,"1,3409","1,3436","1,3321","1,3409","1,3409",-
2993,7 nov 2013,"1,3518","1,3531","1,3306","1,3518","1,3518",-
2994,6 nov 2013,"1,3473","1,3547","1,3469","1,3473","1,3473",-
2995,5 nov 2013,"1,3516","1,3524","1,3450","1,3517","1,3517",-
2996,4 nov 2013,"1,3494","1,3520","1,3445","1,3494","1,3494",-
2997,1 nov 2013,"1,3580","1,3580","1,3481","1,3580","1,3580",-
2998,31 oct 2013,"1,3725","1,3740","1,3589","1,3724","1,3724",-
2999,30 oct 2013,"1,3744","1,3776","1,3734","1,3743","1,3743",-
3000,29 oct 2013,"1,3791","1,3814","1,3755","1,3789","1,3789",-
3001,28 oct 2013,"1,3806","1,3818","1,3777","1,3805","1,3805",-
3002,25 oct 2013,"1,3802","1,3830","1,3776","1,3804","1,3804",-
3003,24 oct 2013,"1,3779","1,3823","1,3769","1,3781","1,3781",-
3004,23 oct 2013,"1,3781","1,3793","1,3743","1,3778","1,3778",-
3005,22 oct 2013,"1,3673","1,3785","1,3664","1,3676","1,3676",-
3006,21 oct 2013,"1,3681","1,3687","1,3653","1,3682","1,3682",-
3007,18 oct 2013,"1,3670","1,3704","1,3660","1,3667","1,3667",-
3008,17 oct 2013,"1,3522","1,3682","1,3517","1,3522","1,3522",-
3009,16 oct 2013,"1,3521","1,3569","1,3476","1,3522","1,3522",-
3010,15 oct 2013,"1,3557","1,3575","1,3482","1,3559","1,3559",-
3011,14 oct 2013,"1,3556","1,3598","1,3547","1,3557","1,3557",-
3012,11 oct 2013,"1,3527","1,3583","1,3521","1,3527","1,3527",-
3013,10 oct 2013,"1,3519","1,3545","1,3490","1,3520","1,3520",-
3014,9 oct 2013,"1,3601","1,3601","1,3502","1,3598","1,3598",-
3015,7 oct 2013,"1,3570","1,3592","1,3545","1,3570","1,3570",-
3016,4 oct 2013,"1,3624","1,3633","1,3581","1,3624","1,3624",-
3017,3 oct 2013,"1,3591","1,3646","1,3581","1,3591","1,3591",-
3018,2 oct 2013,"1,3524","1,3605","1,3509","1,3523","1,3523",-
3019,1 oct 2013,"1,3525","1,3588","1,3519","1,3525","1,3525",-
3020,30 sept 2013,"1,3496","1,3556","1,3481","1,3495","1,3495",-
3021,27 sept 2013,"1,3488","1,3566","1,3475","1,3486","1,3486",-
3022,26 sept 2013,"1,3515","1,3530","1,3480","1,3517","1,3517",-
3023,25 sept 2013,"1,3474","1,3535","1,3463","1,3472","1,3472",-
3024,24 sept 2013,"1,3498","1,3518","1,3466","1,3499","1,3499",-
3025,23 sept 2013,"1,3534","1,3546","1,3482","1,3535","1,3535",-
3026,20 sept 2013,"1,3535","1,3550","1,3500","1,3534","1,3534",-
3027,19 sept 2013,"1,3523","1,3570","1,3516","1,3523","1,3523",-
3028,18 sept 2013,"1,3357","1,3367","1,3340","1,3358","1,3358",-
3029,17 sept 2013,"1,3335","1,3370","1,3327","1,3338","1,3338",-
3030,16 sept 2013,"1,3358","1,3386","1,3342","1,3359","1,3359",-
3031,13 sept 2013,"1,3300","1,3319","1,3257","1,3299","1,3299",-
3032,12 sept 2013,"1,3315","1,3324","1,3269","1,3316","1,3316",-
3033,11 sept 2013,"1,3269","1,3314","1,3247","1,3266","1,3266",-
3034,10 sept 2013,"1,3256","1,3278","1,3232","1,3258","1,3258",-
3035,9 sept 2013,"1,3172","1,3263","1,3168","1,3174","1,3174",-
3036,6 sept 2013,"1,3119","1,3187","1,3106","1,3118","1,3118",-
3037,5 sept 2013,"1,3201","1,3221","1,3112","1,3201","1,3201",-
3038,4 sept 2013,"1,3173","1,3218","1,3161","1,3174","1,3174",-
3039,3 sept 2013,"1,3190","1,3197","1,3143","1,3190","1,3190",-
3040,2 sept 2013,"1,3208","1,3229","1,3186","1,3208","1,3208",-
3041,30 ago 2013,"1,3237","1,3253","1,3179","1,3236","1,3236",-
3042,29 ago 2013,"1,3336","1,3341","1,3221","1,3335","1,3335",-
3043,28 ago 2013,"1,3392","1,3398","1,3308","1,3392","1,3392",-
3044,27 ago 2013,"1,3378","1,3400","1,3327","1,3379","1,3379",-
3045,26 ago 2013,"1,3389","1,3392","1,3359","1,3387","1,3387",-
3046,23 ago 2013,"1,3356","1,3410","1,3337","1,3355","1,3355",-
3047,22 ago 2013,"1,3343","1,3367","1,3302","1,3343","1,3343",-
3048,21 ago 2013,"1,3421","1,3427","1,3359","1,3421","1,3421",-
3049,20 ago 2013,"1,3336","1,3450","1,3324","1,3334","1,3334",-
3050,19 ago 2013,"1,3330","1,3374","1,3317","1,3329","1,3329",-
3051,16 ago 2013,"1,3351","1,3380","1,3319","1,3354","1,3354",-
3052,15 ago 2013,"1,3266","1,3307","1,3209","1,3264","1,3264",-
3053,14 ago 2013,"1,3267","1,3280","1,3239","1,3266","1,3266",-
3054,13 ago 2013,"1,3294","1,3316","1,3234","1,3293","1,3293",-
3055,12 ago 2013,"1,3339","1,3341","1,3279","1,3339","1,3339",-
3056,9 ago 2013,"1,3379","1,3392","1,3335","1,3380","1,3380",-
3057,8 ago 2013,"1,3338","1,3397","1,3330","1,3341","1,3341",-
3058,7 ago 2013,"1,3306","1,3333","1,3267","1,3308","1,3308",-
3059,6 ago 2013,"1,3259","1,3323","1,3247","1,3258","1,3258",-
3060,5 ago 2013,"1,3279","1,3302","1,3237","1,3279","1,3279",-
3061,2 ago 2013,"1,3213","1,3294","1,3192","1,3212","1,3212",-
3062,1 ago 2013,"1,3301","1,3311","1,3198","1,3301","1,3301",-
3063,31 jul 2013,"1,3266","1,3299","1,3218","1,3265","1,3265",-
3064,30 jul 2013,"1,3264","1,3300","1,3238","1,3264","1,3264",-
3065,29 jul 2013,"1,3287","1,3297","1,3242","1,3287","1,3287",-
3066,26 jul 2013,"1,3276","1,3298","1,3254","1,3274","1,3274",-
3067,25 jul 2013,"1,3191","1,3239","1,3168","1,3191","1,3191",-
3068,24 jul 2013,"1,3223","1,3255","1,3191","1,3223","1,3223",-
3069,23 jul 2013,"1,3190","1,3227","1,3165","1,3190","1,3190",-
3070,22 jul 2013,"1,3156","1,3219","1,3145","1,3160","1,3160",-
3071,19 jul 2013,"1,3110","1,3149","1,3091","1,3111","1,3111",-
3072,18 jul 2013,"1,3116","1,3125","1,3072","1,3117","1,3117",-
3073,17 jul 2013,"1,3153","1,3173","1,3087","1,3151","1,3151",-
3074,16 jul 2013,"1,3061","1,3153","1,3054","1,3059","1,3059",-
3075,15 jul 2013,"1,3061","1,3081","1,2997","1,3060","1,3060",-
3076,12 jul 2013,"1,3098","1,3101","1,3001","1,3098","1,3098",-
3077,11 jul 2013,"1,3176","1,3176","1,3009","1,3188","1,3188",-
3078,10 jul 2013,"1,2783","1,2860","1,2767","1,2782","1,2782",-
3079,9 jul 2013,"1,2870","1,2897","1,2763","1,2871","1,2871",-
3080,8 jul 2013,"1,2828","1,2877","1,2813","1,2829","1,2829",-
3081,5 jul 2013,"1,2906","1,2908","1,2811","1,2908","1,2908",-
3082,4 jul 2013,"1,3009","1,3023","1,2887","1,3011","1,3011",-
3083,3 jul 2013,"1,2978","1,3030","1,2927","1,2979","1,2979",-
3084,2 jul 2013,"1,3069","1,3078","1,2995","1,3068","1,3068",-
3085,1 jul 2013,"1,3014","1,3066","1,3008","1,3014","1,3014",-
3086,28 jun 2013,"1,3035","1,3100","1,2993","1,3036","1,3036",-
3087,27 jun 2013,"1,3015","1,3050","1,3004","1,3013","1,3013",-
3088,26 jun 2013,"1,3080","1,3087","1,2987","1,3080","1,3080",-
3089,25 jun 2013,"1,3131","1,3149","1,3068","1,3132","1,3132",-
3090,24 jun 2013,"1,3104","1,3123","1,3063","1,3105","1,3105",-
3091,21 jun 2013,"1,3237","1,3254","1,3112","1,3236","1,3236",-
3092,20 jun 2013,"1,3287","1,3301","1,3165","1,3292","1,3292",-
3093,19 jun 2013,"1,3388","1,3413","1,3386","1,3390","1,3390",-
3094,18 jun 2013,"1,3363","1,3413","1,3329","1,3363","1,3363",-
3095,17 jun 2013,"1,3351","1,3361","1,3320","1,3349","1,3349",-
3096,14 jun 2013,"1,3368","1,3371","1,3299","1,3368","1,3368",-
3097,13 jun 2013,"1,3339","1,3389","1,3281","1,3340","1,3340",-
3098,12 jun 2013,"1,3224","1,3360","1,3181","1,3224","1,3224",-
3099,11 jun 2013,"1,3224","1,3316","1,3181","1,3224","1,3224",-
3100,10 jun 2013,"1,3224","1,3241","1,3181","1,3224","1,3224",-
3101,7 jun 2013,"1,3244","1,3275","1,3195","1,3246","1,3246",-
3102,6 jun 2013,"1,3093","1,3272","1,3076","1,3093","1,3093",-
3103,5 jun 2013,"1,3073","1,3112","1,3057","1,3073","1,3073",-
3104,4 jun 2013,"1,3073","1,3098","1,3045","1,3073","1,3073",-
3105,3 jun 2013,"1,2995","1,3104","1,2957","1,2996","1,2996",-
3106,31 may 2013,"1,3043","1,3049","1,2947","1,3044","1,3044",-
3107,30 may 2013,"1,2948","1,3061","1,2936","1,2948","1,2948",-
3108,29 may 2013,"1,2847","1,2969","1,2840","1,2846","1,2846",-
3109,28 may 2013,"1,2937","1,2947","1,2855","1,2934","1,2934",-
3110,27 may 2013,"1,2937","1,2952","1,2917","1,2938","1,2938",-
3111,24 may 2013,"1,2924","1,2990","1,2906","1,2925","1,2925",-
3112,23 may 2013,"1,2844","1,2952","1,2825","1,2842","1,2842",-
3113,22 may 2013,"1,2920","1,2997","1,2867","1,2919","1,2919",-
3114,21 may 2013,"1,2892","1,2917","1,2845","1,2891","1,2891",-
3115,20 may 2013,"1,2830","1,2877","1,2822","1,2836","1,2836",-
3116,17 may 2013,"1,2883","1,2890","1,2800","1,2883","1,2883",-
3117,16 may 2013,"1,2884","1,2927","1,2848","1,2882","1,2882",-
3118,15 may 2013,"1,2937","1,2942","1,2844","1,2937","1,2937",-
3119,14 may 2013,"1,2988","1,3026","1,2948","1,2988","1,2988",-
3120,13 may 2013,"1,2969","1,2996","1,2944","1,2965","1,2965",-
3121,10 may 2013,"1,3034","1,3051","1,2938","1,3034","1,3034",-
3122,9 may 2013,"1,3161","1,3178","1,3089","1,3161","1,3161",-
3123,8 may 2013,"1,3077","1,3190","1,3075","1,3077","1,3077",-
3124,7 may 2013,"1,3075","1,3133","1,3068","1,3070","1,3070",-
3125,6 may 2013,"1,3123","1,3139","1,3057","1,3123","1,3123",-
3126,3 may 2013,"1,3065","1,3151","1,3037","1,3065","1,3065",-
3127,2 may 2013,"1,3182","1,3217","1,3045","1,3182","1,3182",-
3128,1 may 2013,"1,3169","1,3242","1,3162","1,3168","1,3168",-
3129,30 abr 2013,"1,3096","1,3186","1,3060","1,3096","1,3096",-
3130,29 abr 2013,"1,3043","1,3115","1,3034","1,3043","1,3043",-
3131,26 abr 2013,"1,3007","1,3046","1,2993","1,3007","1,3007",-
3132,25 abr 2013,"1,3017","1,3093","1,2993","1,3017","1,3017",-
3133,24 abr 2013,"1,2994","1,3031","1,2962","1,2994","1,2994",-
3134,23 abr 2013,"1,3060","1,3082","1,2974","1,3062","1,3062",-
3135,22 abr 2013,"1,3058","1,3084","1,3018","1,3056","1,3056",-
3136,19 abr 2013,"1,3053","1,3117","1,3051","1,3053","1,3053",-
3137,18 abr 2013,"1,3034","1,3088","1,3024","1,3035","1,3035",-
3138,17 abr 2013,"1,3179","1,3197","1,3039","1,3179","1,3179",-
3139,16 abr 2013,"1,3052","1,3147","1,3031","1,3055","1,3055",-
3140,15 abr 2013,"1,3097","1,3110","1,3056","1,3099","1,3099",-
3141,12 abr 2013,"1,3115","1,3127","1,3040","1,3115","1,3115",-
3142,11 abr 2013,"1,3053","1,3140","1,3046","1,3055","1,3055",-
3143,10 abr 2013,"1,3080","1,3120","1,3057","1,3080","1,3080",-
3144,9 abr 2013,"1,3029","1,3098","1,3009","1,3029","1,3029",-
3145,8 abr 2013,"1,2992","1,3034","1,2969","1,2992","1,2992",-
3146,5 abr 2013,"1,2927","1,3041","1,2901","1,2928","1,2928",-
3147,4 abr 2013,"1,2850","1,2881","1,2750","1,2850","1,2850",-
3148,3 abr 2013,"1,2821","1,2863","1,2793","1,2821","1,2821",-
3149,2 abr 2013,"1,2850","1,2878","1,2814","1,2850","1,2850",-
3150,1 abr 2013,"1,2806","1,2867","1,2774","1,2806","1,2806",-
3151,29 mar 2013,"1,2814","1,2835","1,2795","1,2816","1,2816",-
3152,28 mar 2013,"1,2775","1,2845","1,2758","1,2778","1,2778",-
3153,27 mar 2013,"1,2860","1,2868","1,2756","1,2860","1,2860",-
3154,26 mar 2013,"1,2860","1,2887","1,2835","1,2858","1,2858",-
3155,25 mar 2013,"1,3024","1,3048","1,2867","1,3024","1,3024",-
3156,22 mar 2013,"1,2905","1,3004","1,2890","1,2905","1,2905",-
3157,21 mar 2013,"1,2940","1,2957","1,2885","1,2942","1,2942",-
3158,20 mar 2013,"1,2865","1,2972","1,2865","1,2864","1,2864",-
3159,19 mar 2013,"1,2945","1,2965","1,2890","1,2945","1,2945",-
3160,18 mar 2013,"1,2898","1,2974","1,2882","1,2893","1,2893",-
